2021-09-28 14:07:38,2021-09-28 14:29:25,IP Address,144.92.108.22,100,1306,True,2021-09-28 14:29:25,R_299XOhn3bdMdDz6,,,,,43.0334014892578125,-89.451202392578125,anonymous,EN,I consent,Female,21,Asian,Some college,67817,"English,Chinese",,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Disgust,Anger,Sadness,Anger,Sadness,Anger,Anger,Disgust,Disgust,Disgust,Surprise,Disgust,Happiness,Disgust,Disgust,Fear,Surprise,Sadness,Surprise,Surprise,Sadness,Surprise,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Fear,Happiness,Sadness,Neutral,Anger,Happiness,Disgust,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Happiness,Surprise,Surprise,Happiness,Other,Surprise,Surprise,Neutral,Happiness,Sadness,Other,Happiness,Disgust,Disgust,Neutral,Surprise,Sadness,Disgust,Sadness,Anger,Anger,Anger,Happiness,Anger,Disgust,Surprise,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Surprise,Sadness,Surprise,Neutral,Happiness,Surprise,Fear,Sadness,Happiness,Happiness,Happiness,Happiness,Uncertain,Happiness,Happiness,Happiness,Anger,Neutral,Sadness,Uncertain,Neutral,Sadness,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Other,Neutral,Happiness,Neutral,Surprise,Uncertain,Uncertain,Happiness,Sadness,Anger,Disgust,Anger,Anger,Anger,Anger,Neutral,Anger,Anger,Other,Disgust,Disgust,Other,Disgust,Fear,Disgust,Disgust,Fear,Sadness,Sadness,Disgust,Surprise,Surprise,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Uncertain,Neutral,Uncertain,Neutral,Neutral,Neutral,Neutral,Neutral,Disgust,Sadness,Sadness,Sadness,Sadness,Sadness,Other,Sadness,Surprise,Happiness,Fear,Surprise,Surprise,Happiness,Surprise,Neutral,Happiness,Happiness,Uncertain,Other,Surprise,Anger,Other,Neutral
2021-09-28 14:24:27,2021-09-28 14:36:21,IP Address,72.33.2.128,100,714,True,2021-09-28 14:36:22,R_237eYBboWnuXYdy,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,High school graduate,150000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Happiness,Neutral,Neutral,Other,Surprise,Fear,Sadness,Happiness,Uncertain,Surprise,Anger,Other,Fear,Disgust,Anger,Surprise,Happiness,Uncertain,Fear,Other,Surprise,Other,Anger,Neutral,Surprise,Other,Uncertain,Other,Happiness,Other,Surprise,Other,Anger,Fear,Sadness,Other,Uncertain,Happiness,Other,Disgust,Happiness,Uncertain,Neutral,Happiness,Uncertain,Uncertain,Disgust,Uncertain,Uncertain,Happiness,Happiness,Happiness,Surprise,Sadness,Other,Happiness,Fear,Fear,Happiness,Happiness,Other,Uncertain,Other,Uncertain,Other,Uncertain,Uncertain,Surprise,Surprise,Anger,Other,Surprise,Anger,Anger,Sadness,Disgust,Other,Happiness,Fear,Happiness,Anger,Surprise,Anger,Sadness,Disgust,Uncertain,Other,Neutral,Neutral,Sadness,Disgust,Disgust,Fear,Disgust,Other,Uncertain,Sadness,Uncertain,Uncertain,Uncertain,Uncertain,Happiness,Happiness,Disgust,Sadness,Sadness,Disgust,Sadness,Disgust,Disgust,Surprise,Fear,Uncertain,Disgust,Uncertain,Anger,Happiness,Disgust,Surprise,Anger,Other,Surprise,Fear,Sadness,Sadness,Happiness,Sadness,Sadness,Disgust,Neutral,Surprise,Anger,Other,Surprise,Disgust,Sadness,Uncertain,Fear,Surprise,Anger,Uncertain,Surprise,Neutral,Surprise,Fear,Happiness,Anger,Uncertain,Happiness,Fear,Neutral,Disgust,Other,Happiness,Neutral,Fear,Disgust,Happiness,Fear,Uncertain,Fear,Neutral,Disgust,Other,Happiness,Disgust,Disgust,Fear,Sadness,Neutral,Other,Anger,Disgust,Sadness,Anger,Anger,Neutral,Sadness,Fear,Sadness,Happiness,Fear,Happiness,Anger,Happiness,Neutral,Uncertain,Other,Other,Disgust,Anger,Sadness,Surprise,Fear
2021-09-28 14:28:48,2021-09-28 14:41:20,IP Address,72.33.2.215,100,751,True,2021-09-28 14:41:20,R_307DFZ9Pw3Q1YgI,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,,Hispanic or Latino,High school graduate,107324,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Uncertain,Anger,Surprise,Fear,Sadness,Disgust,Happiness,Surprise,Sadness,Surprise,Surprise,Disgust,Other,Anger,Disgust,Anger,Disgust,Anger,Disgust,Sadness,Sadness,Surprise,Disgust,Other,Fear,Anger,Anger,Surprise,Other,Uncertain,Uncertain,Fear,Fear,Other,Other,Other,Other,Happiness,Happiness,Other,Anger,Surprise,Sadness,Anger,Surprise,Disgust,Sadness,Sadness,Other,Uncertain,Other,Neutral,Neutral,Happiness,Surprise,Uncertain,Happiness,Neutral,Sadness,Disgust,Other,Neutral,Sadness,Uncertain,Sadness,Neutral,Disgust,Neutral,Disgust,Sadness,Surprise,Disgust,Happiness,Sadness,Other,Disgust,Neutral,Disgust,Neutral,Disgust,Sadness,Neutral,Disgust,Happiness,Happiness,Sadness,Uncertain,Surprise,Happiness,Surprise,Uncertain,Disgust,Other,Sadness,Happiness,Disgust,Uncertain,Surprise,Sadness,Anger,Uncertain,Neutral,Disgust,Other,Sadness,Happiness,Disgust,Uncertain,Disgust,Other,Surprise,Disgust,Anger,Other,Neutral,Disgust,Neutral,Surprise,Other,Uncertain,Fear,Happiness,Uncertain,Happiness,Anger,Disgust,Neutral,Sadness,Disgust,Surprise,Anger,Anger,Happiness,Happiness,Happiness,Uncertain,Happiness,Happiness,Surprise,Uncertain,Happiness,Sadness,Fear,Uncertain,Neutral,Neutral,Anger,Sadness,Neutral,Sadness,Fear,Anger,Sadness,Uncertain,Anger,Disgust,Fear,Uncertain,Disgust,Anger,Anger,Anger,Fear,Disgust,Other,Surprise,Other,Happiness,Surprise,Uncertain,Happiness,Fear,Neutral,Disgust,Fear,Sadness,Anger,Fear,Surprise,Anger,Surprise,Neutral,Anger,Other,Other,Neutral,Fear,Surprise,Surprise,Anger,Surprise,Happiness,Surprise
2021-09-28 15:47:45,2021-09-28 16:23:37,IP Address,72.33.2.161,100,2152,True,2021-09-28 16:23:38,R_1NCG9pn6cqkimG5,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,50070,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Uncertain,Anger,Anger,Uncertain,Anger,Uncertain,Other,Anger,Surprise,Sadness,Other,Disgust,Disgust,Disgust,Surprise,Fear,Fear,Surprise,Sadness,Fear,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Sadness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Fear,Surprise,Other,Surprise,Surprise,Surprise,Surprise,Other,Neutral,Uncertain,Happiness,Anger,Happiness,Surprise,Sadness,Sadness,Anger,Anger,Neutral,Anger,Anger,Sadness,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Happiness,Disgust,Anger,Fear,Sadness,Disgust,Fear,Surprise,Surprise,Disgust,Fear,Happiness,Neutral,Happiness,Happiness,Neutral,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Surprise,Fear,Surprise,Surprise,Surprise,Surprise,Fear,Disgust,Uncertain,Happiness,Neutral,Surprise,Neutral,Surprise,Neutral,Sadness,Fear,Disgust,Anger,Neutral,Anger,Anger,Neutral,Anger,Anger,Uncertain,Disgust,Disgust,Uncertain,Anger,Disgust,Disgust,Disgust,Surprise,Sadness,Sadness,Fear,Surprise,Surprise,Fear,Happiness,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disgust,Fear,Sadness,Sadness,Sadness,Neutral,Neutral,Sadness,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Surprise,Fear,Happiness,Happiness,Disgust,Neutral,Disgust,Neutral,Uncertain,Neutral
2021-09-28 16:19:24,2021-09-28 16:40:58,IP Address,72.33.2.37,100,1294,True,2021-09-28 16:40:59,R_1OoZ2rRyQKFQC3s,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,Asian,High school graduate,38769,"English,Chinese",,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Fear,Uncertain,Anger,Uncertain,Neutral,Other,Disgust,Anger,Surprise,Disgust,Happiness,Other,Happiness,Neutral,Surprise,Uncertain,Uncertain,Surprise,Uncertain,Fear,Surprise,Neutral,Happiness,Happiness,Happiness,Happiness,Uncertain,Happiness,Happiness,Neutral,Neutral,Sadness,Neutral,Neutral,Neutral,Anger,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Fear,Fear,Neutral,Happiness,Surprise,Happiness,Neutral,Uncertain,Surprise,Surprise,Neutral,Fear,Other,Other,Other,Neutral,Other,Uncertain,Sadness,Anger,Uncertain,Neutral,Anger,Disgust,Uncertain,Anger,Anger,Disgust,Uncertain,Disgust,Disgust,Disgust,Happiness,Disgust,Disgust,Fear,Sadness,Surprise,Surprise,Surprise,Surprise,Neutral,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Anger,Neutral,Neutral,Uncertain,Other,Neutral,Neutral,Neutral,Uncertain,Sadness,Sadness,Sadness,Neutral,Sadness,Sadness,Sadness,Surprise,Neutral,Uncertain,Neutral,Surprise,Surprise,Surprise,Uncertain,Neutral,Other,Happiness,Uncertain,Surprise,Neutral,Uncertain,Happiness,Sadness,Anger,Anger,Uncertain,Anger,Neutral,Uncertain,Neutral,Uncertain,Sadness,Happiness,Other,Fear,Disgust,Happiness,Disgust,Disgust,Surprise,Sadness,Fear,Sadness,Surprise,Surprise,Surprise,Surprise,Happiness,Happiness,Uncertain,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Other,Neutral,Other,Other,Uncertain,Neutral,Uncertain,Sadness,Other,Disgust,Fear,Sadness,Neutral,Other,Sadness,Surprise,Happiness,Neutral,Surprise,Happiness,Surprise,Surprise,Surprise,Neutral,Happiness,Uncertain,Other,Other,Other,Disgust,Other
2021-09-28 18:00:36,2021-09-28 18:18:47,IP Address,72.33.2.161,100,1090,True,2021-09-28 18:18:47,R_271NKJL0P7KCSRT,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,50070,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Surprise,Anger,Sadness,Other,Anger,Disgust,Anger,Anger,Surprise,Disgust,Other,Disgust,Disgust,Disgust,Surprise,Fear,Fear,Surprise,Sadness,Fear,Surprise,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Uncertain,Neutral,Neutral,Disgust,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Fear,Surprise,Fear,Surprise,Other,Disgust,Surprise,Surprise,Surprise,Anger,Neutral,Other,Happiness,Anger,Sadness,Uncertain,Uncertain,Sadness,Anger,Anger,Disgust,Anger,Anger,Disgust,Anger,Anger,Disgust,Disgust,Disgust,Anger,Disgust,Disgust,Disgust,Disgust,Fear,Sadness,Fear,Fear,Surprise,Surprise,Fear,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Uncertain,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Surprise,Fear,Happiness,Surprise,Surprise,Surprise,Surprise,Other,Other,Happiness,Disgust,Surprise,Surprise,Disgust,Happiness,Sadness,Disgust,Anger,Anger,Neutral,Anger,Anger,Neutral,Anger,Anger,Happiness,Disgust,Disgust,Disgust,Anger,Disgust,Disgust,Disgust,Fear,Sadness,Sadness,Fear,Uncertain,Surprise,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disgust,Sadness,Sadness,Sadness,Sadness,Neutral,Disgust,Sadness,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Surprise,Fear,Happiness,Happiness,Disgust,Neutral,Disgust,Disgust,Uncertain,Neutral
2021-09-28 18:03:53,2021-09-28 18:34:11,IP Address,50.93.222.130,100,1817,True,2021-09-28 18:34:11,R_1dyIZvA6wBkHbep,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,Multiple ethnicities,Some college,150000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Anger,Anger,Anger,Neutral,Anger,Other,Other,Anger,Anger,Disgust,Happiness,Surprise,Uncertain,Fear,Fear,Fear,Fear,Surprise,Fear,Fear,Surprise,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Uncertain,Neutral,Neutral,Sadness,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Uncertain,Sadness,Surprise,Other,Surprise,Happiness,Neutral,Surprise,Surprise,Neutral,Happiness,Other,Other,Happiness,Disgust,Sadness,Other,Uncertain,Sadness,Anger,Anger,Uncertain,Anger,Anger,Anger,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Surprise,Disgust,Sadness,Disgust,Fear,Sadness,Fear,Uncertain,Uncertain,Surprise,Disgust,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Sadness,Surprise,Neutral,Uncertain,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Surprise,Surprise,Fear,Surprise,Surprise,Surprise,Fear,Other,Uncertain,Happiness,Disgust,Surprise,Neutral,Surprise,Happiness,Sadness,Anger,Anger,Anger,Anger,Other,Anger,Anger,Anger,Anger,Uncertain,Anger,Disgust,Surprise,Anger,Fear,Disgust,Disgust,Fear,Sadness,Sadness,Fear,Fear,Fear,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Uncertain,Sadness,Neutral,Happiness,Uncertain,Uncertain,Neutral,Disgust,Fear,Sadness,Sadness,Sadness,Neutral,Uncertain,Sadness,Surprise,Happiness,Surprise,Uncertain,Surprise,Fear,Surprise,Surprise,Happiness,Happiness,Other,Uncertain,Disgust,Uncertain,Uncertain,Uncertain
2021-09-28 19:30:50,2021-09-28 20:18:39,IP Address,72.33.2.26,100,2868,True,2021-09-28 20:18:39,R_1LGNYmtVX1iRKE1,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,Asian,High school graduate,59789,"English,Chinese",,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Anger,Anger,Sadness,Anger,Happiness,Disgust,Disgust,Disgust,Surprise,Disgust,Happiness,Disgust,Uncertain,Fear,Surprise,Surprise,Surprise,Surprise,Fear,Disgust,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Surprise,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Happiness,Surprise,Surprise,Happiness,Happiness,Surprise,Surprise,Surprise,Happiness,Sadness,Uncertain,Neutral,Disgust,Sadness,Uncertain,Surprise,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Disgust,Anger,Sadness,Sadness,Surprise,Surprise,Surprise,Surprise,Sadness,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Fear,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Surprise,Surprise,Fear,Surprise,Surprise,Surprise,Surprise,Neutral,Uncertain,Happiness,Anger,Surprise,Surprise,Uncertain,Happiness,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Happiness,Disgust,Disgust,Disgust,Uncertain,Fear,Anger,Surprise,Surprise,Sadness,Sadness,Surprise,Surprise,Surprise,Surprise,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disgust,Sadness,Sadness,Sadness,Sadness,Anger,Neutral,Sadness,Surprise,Surprise,Surprise,Surprise,Neutral,Happiness,Surprise,Surprise,Happiness,Happiness,Disgust,Other,Anger,Uncertain,Other,Other
2021-09-28 21:58:12,2021-09-28 22:19:15,IP Address,50.93.222.60,100,1262,True,2021-09-28 22:19:16,R_1FIGwh7QXjo8jCI,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,22,White or Caucasian,Some college,150000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Disgust,Anger,Sadness,Anger,Anger,Neutral,Uncertain,Disgust,Disgust,Disgust,Disgust,Sadness,Surprise,Sadness,Disgust,Fear,Fear,Disgust,Fear,Fear,Fear,Surprise,Other,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Neutral,Uncertain,Fear,Uncertain,Uncertain,Disgust,Sadness,Other,Uncertain,Anger,Anger,Fear,Neutral,Disgust,Anger,Disgust,Anger,Anger,Disgust,Disgust,Disgust,Anger,Uncertain,Disgust,Disgust,Disgust,Fear,Sadness,Fear,Surprise,Fear,Surprise,Fear,Fear,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Happiness,Happiness,Anger,Neutral,Neutral,Neutral,Neutral,Other,Neutral,Neutral,Sadness,Anger,Sadness,Anger,Sadness,Sadness,Uncertain,Sadness,Happiness,Uncertain,Surprise,Fear,Surprise,Surprise,Surprise,Anger,Uncertain,Uncertain,Happiness,Sadness,Surprise,Fear,Surprise,Other,Sadness,Sadness,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Fear,Other,Disgust,Disgust,Disgust,Disgust,Fear,Disgust,Disgust,Surprise,Fear,Sadness,Fear,Surprise,Surprise,Surprise,Happiness,Happiness,Other,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Sadness,Neutral,Uncertain,Neutral,Neutral,Surprise,Disgust,Fear,Sadness,Sadness,Sadness,Anger,Sadness,Sadness,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Surprise,Other,Uncertain,Happiness,Other,Uncertain,Other,Anger,Other,Uncertain
2021-09-28 22:24:26,2021-09-28 22:53:17,IP Address,72.33.2.27,100,1730,True,2021-09-28 22:53:17,R_28P4hnjuCFxyuTh,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,Multiple ethnicities,High school graduate,120000,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Disgust,Anger,Anger,Uncertain,Anger,Anger,Neutral,Anger,Disgust,Disgust,Disgust,Disgust,Disgust,Happiness,Disgust,Disgust,Fear,Surprise,Disgust,Surprise,Surprise,Sadness,Fear,Happiness,Neutral,Happiness,Happiness,Happiness,Fear,Happiness,Surprise,Happiness,Neutral,Other,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Disgust,Surprise,Disgust,Surprise,Surprise,Surprise,Fear,Surprise,Happiness,Sadness,Happiness,Uncertain,Neutral,Sadness,Surprise,Other,Sadness,Anger,Other,Other,Anger,Anger,Anger,Anger,Anger,Disgust,Other,Disgust,Anger,Uncertain,Disgust,Disgust,Disgust,Fear,Disgust,Surprise,Surprise,Anger,Surprise,Fear,Sadness,Happiness,Neutral,Happiness,Happiness,Happiness,Fear,Happiness,Happiness,Neutral,Other,Sadness,Neutral,Neutral,Neutral,Neutral,Neutral,Sadness,Anger,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Anger,Other,Fear,Surprise,Uncertain,Fear,Happiness,Other,Other,Anger,Other,Other,Other,Other,Happiness,Sadness,Anger,Anger,Other,Anger,Other,Anger,Neutral,Anger,Uncertain,Happiness,Other,Other,Uncertain,Disgust,Surprise,Disgust,Disgust,Fear,Sadness,Sadness,Fear,Uncertain,Fear,Other,Happiness,Neutral,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Other,Neutral,Neutral,Neutral,Other,Neutral,Disgust,Other,Sadness,Other,Sadness,Sadness,Disgust,Sadness,Surprise,Surprise,Uncertain,Surprise,Other,Happiness,Surprise,Neutral,Other,Happiness,Other,Uncertain,Surprise,Anger,Other,Neutral
2021-09-28 23:42:50,2021-09-29 00:11:32,IP Address,71.13.170.210,100,1721,True,2021-09-29 00:11:32,R_3EMrTKMDbw823xL,,,,,43.06280517578125,-89.31710052490234375,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,54507,English,,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Anger,Anger,Anger,Uncertain,Anger,Anger,Uncertain,Happiness,Other,Disgust,Anger,Disgust,Disgust,Happiness,Disgust,Disgust,Fear,Surprise,Fear,Surprise,Fear,Sadness,Uncertain,Other,Uncertain,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Uncertain,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Uncertain,Sadness,Neutral,Surprise,Surprise,Happiness,Surprise,Surprise,Surprise,Surprise,Other,Sadness,Other,Happiness,Other,Disgust,Uncertain,Surprise,Sadness,Anger,Disgust,Neutral,Anger,Anger,Uncertain,Anger,Anger,Uncertain,Uncertain,Disgust,Disgust,Disgust,Happiness,Disgust,Anger,Sadness,Sadness,Surprise,Uncertain,Surprise,Surprise,Uncertain,Sadness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Surprise,Other,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Sadness,Surprise,Uncertain,Uncertain,Happiness,Surprise,Surprise,Fear,Surprise,Other,Other,Happiness,Disgust,Surprise,Neutral,Uncertain,Other,Sadness,Anger,Disgust,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Anger,Disgust,Disgust,Other,Anger,Surprise,Disgust,Disgust,Uncertain,Disgust,Sadness,Surprise,Surprise,Surprise,Surprise,Happiness,Happiness,Other,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Happiness,Neutral,Neutral,Other,Neutral,Neutral,Neutral,Disgust,Uncertain,Sadness,Uncertain,Sadness,Neutral,Disgust,Sadness,Surprise,Surprise,Surprise,Surprise,Other,Surprise,Surprise,Fear,Other,Happiness,Disgust,Other,Surprise,Other,Other,Neutral
2021-09-29 08:43:11,2021-09-29 09:02:47,IP Address,72.33.2.240,100,1176,True,2021-09-29 09:02:48,R_sCg9U3sF4CFYzip,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,Asian,High school graduate,60000,"English,Chinese",,"Rate what I believe the person in the picture is experiencing,Select ""other"" if the word I have in mind does not appear among the response options,Select ""uncertain"" if I do not know what the person in the picture is experiencing",Neutral,Anger,Anger,Uncertain,Neutral,Anger,Surprise,Happiness,Other,Other,Disgust,Surprise,Disgust,Happiness,Disgust,Happiness,Disgust,Surprise,Disgust,Fear,Surprise,Fear,Surprise,Surprise,Neutral,Happiness,Happiness,Happiness,Neutral,Happiness,Happiness,Happiness,Neutral,Neutral,Sadness,Anger,Neutral,Neutral,Neutral,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Neutral,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Surprise,Happiness,Neutral,Uncertain,Neutral,Other,Anger,Other,Surprise,Sadness,Uncertain,Neutral,Sadness,Anger,Anger,Disgust,Anger,Anger,Disgust,Surprise,Anger,Anger,Sadness,Other,Uncertain,Neutral,Sadness,Sadness,Surprise,Fear,Fear,Surprise,Uncertain,Fear,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Surprise,Neutral,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Surprise,Neutral,Fear,Fear,Surprise,Surprise,Surprise,Uncertain,Uncertain,Neutral,Uncertain,Neutral,Surprise,Neutral,Neutral,Happiness,Sadness,Other,Anger,Anger,Other,Anger,Anger,Neutral,Fear,Disgust,Uncertain,Disgust,Anger,Surprise,Other,Surprise,Disgust,Surprise,Surprise,Sadness,Sadness,Fear,Other,Surprise,Fear,Happiness,Happiness,Other,Happiness,Happiness,Happiness,Happiness,Happiness,Neutral,Neutral,Other,Neutral,Neutral,Neutral,Neutral,Uncertain,Other,Neutral,Sadness,Sadness,Sadness,Sadness,Other,Sadness,Surprise,Happiness,Uncertain,Surprise,Surprise,Fear,Surprise,Neutral,Other,Happiness,Fear,Other,Surprise,Neutral,Disgust,Other
