ethnicity,sex,age,label,url,x_pca_3,y_pca_3,z_pca_3
bipoc,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_54KW05fRgzNmLfE,-0.2513014058758333,-0.2681072380456526,-0.12267989864422092
bipoc,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aY2MoY6bfggUc9E,-0.03702346478810259,-0.2819500130832158,-0.09912541487853742
bipoc,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5uIGlackw1zchRY,0.3397489771437673,0.21279491734900358,0.19013602051006467
bipoc,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1LJr1XMUNEEqjEq,0.7586516106699074,-0.42449234677719344,-0.032594671126969094
bipoc,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVKZzBmzWSoXCXY,0.5883313866274186,-0.14254015774630557,0.03457594259187274
bipoc,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_da53a1yGEedpOJg,0.7745325860125297,-0.4254877724867373,-0.03920342973318084
bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_80TvOXpOXat9RxI,0.06207549890531887,0.7922115717928293,0.30146158083264746
bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9H2fzde2Rkxr2VU,0.2462382032531678,0.3760121734889729,0.26369975245576077
bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cMDFM510Dzc4NKu,-0.012676449896915831,0.5366878178425907,0.3084290969740034
bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aXk5I4i1e3iZEzk,0.017582663284889805,0.4587933828191124,0.32975066221103877
bipoc,female,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KEpMh9qlyvMRAa,-0.35978606245580114,-0.4012248761571737,0.45774782489843724
bipoc,female,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_etimLaMrS2pVAAS,-0.4115569783988853,-0.4527011423189178,0.5814926274637027
bipoc,male,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dbf2dyj7KGtrN2e,-0.3578999614544488,-0.36307920116490355,0.4981100679495151
bipoc,male,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eVzPpFKIfopOW1w,-0.40785369598653853,-0.5155091748270204,0.6300684285043505
bipoc,female,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8FZs4DGyzYKeKQ6,0.2147934128763319,-0.006521348949719568,-0.021142410209437596
bipoc,female,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_06dsRWFrfc92PVI,0.04031853948233071,-0.17771713414996687,-0.09716517443456552
bipoc,male,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0JI5joczfCXyM4K,-0.003133049859657788,-0.16735063358419283,-0.20296033838491817
bipoc,male,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39MTmWdmGCliDga,0.5225591649004457,-0.31558851232548407,-0.06920642860532408
bipoc,female,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6x0zlBArY56cHem,0.3544149362902055,0.052725839220550186,-0.058499284136224745
bipoc,female,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9BqHT20xS13gotg,-0.02659078871645773,0.49102795952369416,0.31202281886061756
bipoc,male,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8feaAnE3DavOGFg,0.10300171659051402,0.13110842956908125,0.0159694029161479
bipoc,male,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0v92GxoJl7KL9HM,0.24001322612900183,0.5477624008138271,0.10330608591028165
bipoc,female,adult,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6J5KVNyTENDNC4K,-0.27616270843847274,-0.04099322837247543,-0.26789016398248927
bipoc,female,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ehdQVRQn8kI6rNI,-0.19977979995243916,0.05604642736062854,0.04690585206655496
bipoc,male,adult,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OulgTPxBAgu0Qu,-0.15197365168756652,0.2212703914549634,-0.044842120611726384
bipoc,male,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_82jdttMjk3552E6,-0.2865816260604424,-0.10524024065670685,-0.3813957141788093
bipoc,female,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0kOdQHclITzXgIC,-0.30034495800670646,0.04697865209584452,-0.5927248061547256
bipoc,female,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e9BJyTeFPLQ7ZUq,-0.2773824642305226,0.1652035534407523,-0.46542356512307764
bipoc,male,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1Zx26VAbwv9uFFQ,-0.29177040036315827,-0.10016458643619434,-0.5128731678237023
bipoc,male,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bjzYq2UEKkXH7aC,-0.3290220830124843,-0.011407758897208506,-0.5391984072427685
bipoc,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9tzXvOnfZ589gH4,-0.25525234706244,-0.29239494562644275,0.05023400819076166
bipoc,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BVeUJelcjahWwC,-0.39404354917680307,-0.44513767369348345,0.459034369319978
bipoc,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e3vAzbw1fMlXZyu,-0.13388077978921076,-0.24852018847593704,-0.17855808047952437
bipoc,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byJrSqTzp3ZhZ9Y,-0.043831648862292114,0.13454473451012366,-0.06708895376604401
bipoc,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0xPTvIpG1sPU3QO,0.7386400630565727,-0.4416882239383018,0.006839211437232111
bipoc,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cGTIBhdTVZFLwdE,0.6861767002643652,-0.25520335664947535,-0.02284549013788082
bipoc,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEDlxRqiOdpCl1Q,0.7466060194063147,-0.33616946653376356,-0.028451798045781185
bipoc,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0UkPGjTodmzqM9U,0.7122320280227415,-0.3142525954474594,-0.017844535558842814
bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39Riowawi2KEmV0,0.015772125549020872,0.5051774575114282,0.2665562893677548
bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5bFJqMaV53Zsy0K,0.08813844199019039,0.5803953541258228,0.370132191237567
bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3gSfRO9Zt2G8NP8,0.02381264784713547,0.5279718115244711,0.3935601786480463
bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bw2zfW24xOcYU9o,0.0710157184928942,0.6927566151764808,0.3226701045917351
bipoc,female,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_83amQw1mO0Wac06,-0.3522937310235238,-0.283118373294836,0.49703826737230344
bipoc,female,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_73Yp8FVd9OfjPP8,-0.34574061990930605,-0.4056483210670588,0.28809952279366596
bipoc,male,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dahScWh9wdBUhlY,-0.42332848215663155,-0.5030517273578412,0.5996449684925638
bipoc,male,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_77jUBNTFvgA7yxU,-0.3736464244654031,-0.37880014376691123,0.3579423118925422
bipoc,female,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bjThcsBImEknzmu,0.16236835138327496,-0.13697431924869657,-0.1585252889706975
bipoc,female,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_71mMacKzqNZRVpc,0.00682408018465841,0.4180189338562043,0.08851190676541944
bipoc,male,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aaEwobdBBZ4nn02,-0.06084354047937823,0.08846146240757065,-0.0801296084189218
bipoc,male,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cwfzFfgNMrzdDeu,0.053085529476376694,-0.3280577553295794,-0.09446692766542862
bipoc,female,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_74kgKNSWDU7crjM,0.0014482254485112898,0.44721523295990784,-0.023706535500687662
bipoc,female,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cJi6x6m1lHypqN8,0.12421633413419332,0.4390512736817772,-0.047592010043969755
bipoc,male,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_afrF8KFiXbEcR2S,0.38589258982601005,0.14919640025814168,-0.07300767824949923
bipoc,male,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eaf2nwmlYn6uJKu,-0.07284458021880008,0.47040749392693926,0.010090290091298517
bipoc,female,adult,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9WTZdrQmZK2OL54,-0.22613097989421233,-0.04195887254089093,-0.2929194906090725
bipoc,female,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_824LzNsLYNku2OO,-0.2818006141173961,-0.15086320473029138,-0.3762643551624175
bipoc,male,adult,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bkMyZNBgUg8ZlNY,-0.24810428903123027,-0.06825510601882402,-0.3184105631453595
bipoc,male,child,anger,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3rsoVFgV6TcS9fg,-0.22611737684178815,-0.12322089793484022,-0.19397866914669873
bipoc,female,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bsHb1M3p1kgjsF0,-0.2652221972168149,0.014158521281014844,-0.4149407301263211
bipoc,female,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0SwhYgwrLxTB3LM,0.10483996009731605,0.33968884221356693,-0.15588740446260643
bipoc,male,adult,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bemvKCbRtShtR0a,-0.2861267684508411,0.09877890990042798,-0.4848550376131882
bipoc,male,child,disgust,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7WCRz9fBbsgi9Qq,-0.2872404592935029,0.056510703197626466,-0.5373062802489644
bipoc,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MwMgspcIIF1ew6,-0.27149227658945874,-0.2085296247624228,-0.3187077798958725
bipoc,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHrOB3j3PtW4R0i,-0.07242328408925978,0.11250380159480142,-0.10122139462539088
bipoc,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8B72pKihkAZkIFU,-0.28217241452863123,-0.14022180320652972,0.1983233552994317
bipoc,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mlWGWUpvpQZa5M,-0.4066282132084276,-0.4847480254121278,0.5867478167341804
bipoc,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0GtSGAki0COJYO2,0.7075197620113733,-0.28066268507945963,-0.02314779863629151
bipoc,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2tmtlm0JLZje0S,0.4916773973853502,-0.008889254989441334,0.13815572377221655
bipoc,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agxa9UIrTk07jxQ,0.6296946082225476,-0.23607690354856922,-0.03527360073826822
bipoc,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d060VdjZY82W38W,0.7912938872054326,-0.43603699582179173,-0.03371439366089399
bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8Bsr2LNg85rxVgW,0.08251482378689555,0.7016675884993178,0.33473556014484257
bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dmqopZwVD7uBVVY,0.2568391916129842,0.4939529680408481,0.25972976840517537
bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2ubTkbpnURV3shw,-0.031315574259951524,0.3869875819624157,0.2703854428980237
bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bJGSnsoGjBoS3VY,0.0734757215200173,0.5284334835586727,0.3678798115543336
bipoc,female,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6A6ANrMmpt0lXFQ,-0.35840938302351777,-0.07982216793700861,-0.2896651504327658
bipoc,female,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6AkMWXDnyOPXs6a,-0.1952332877999663,-0.11922563943444701,0.2704465181797244
bipoc,male,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pvcXJMnnou5XxA,-0.42735190250724264,-0.49631621980208285,0.575965745345054
bipoc,male,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7365JYEsalfFK3c,-0.2994433428382125,-0.11662204533519842,0.4976059516873638
bipoc,female,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aXfd0rmn8jfxoQ6,0.026778296013349318,-0.26287354192312784,-0.1716586705328853
bipoc,female,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9Gq0h87bY58MZSu,0.4815448262757154,-0.37662297956495205,-0.08350569970806407
bipoc,male,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_268vZXyUpVDK6MK,-0.010429652335242531,-0.00857269231638505,-0.11369375236081986
bipoc,male,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0V7AZ7Xi8jOjmXY,-0.036507085318286,-0.17013335389064077,-0.15568035445313694
bipoc,female,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHLXUfPyLDklutg,0.49117530140123716,0.04320944284964462,-0.014986993859627573
bipoc,female,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MzywJJUHEiadCe,0.6225656232025321,-0.2577388256519796,-0.052494442619136494
bipoc,male,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bw6Y8TC4DgP7vAq,-0.16078458550481864,0.23263213651310427,-0.2794987184894326
bipoc,male,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5yvfzLfqBDAE8XY,-0.02492712525770162,0.5036036792534978,-0.11807690869908123
